Annotation Cluster 1	EnrichmentScore:4.621889380047541
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0050829~defense response to Gram-negative bacterium	7	4.861111111111112	2.8986425111002796e-05	34623_AT, 679_AT, 33963_AT, 33979_AT, 1419_G_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	134	86	19256	11.696633113502255	0.03505368032730094	0.017841144655822223	1.7652732892600702
GOTERM_BP_DIRECT	GO:0050832~defense response to fungus	5	3.4722222222222223	9.646027038726104e-05	34623_AT, 679_AT, 31506_S_AT, 34546_AT, 31793_AT, 33284_AT, 37105_AT	134	35	19256	20.52878464818763	0.11196872781570955	0.030734781794655237	3.0410206519813223
GOTERM_BP_DIRECT	GO:0019731~antibacterial humoral response	6	4.166666666666666	9.986931533600401e-05	34623_AT, 679_AT, 33963_AT, 33979_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	134	67	19256	12.868790376475829	0.11568793727884807	0.030734781794655237	3.0410206519813223
GOTERM_BP_DIRECT	GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide	6	4.166666666666666	0.00025977662013701496	37454_AT, 34623_AT, 33979_AT, 31506_S_AT, 34546_AT, 31793_AT, 38646_S_AT	134	82	19256	10.514743356388786	0.27372501083505074	0.040622433865432926	4.0193439844108285
INTERPRO	IPR006081:Alpha-defensin_C	3	2.083333333333333	0.0006470098308235644	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	138	6	20603	74.64855072463769	0.2926730613909704	0.11538341983020232	11.516774988659446
INTERPRO	IPR016327:Alpha-defensin	3	2.083333333333333	0.0006470098308235644	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	138	6	20603	74.64855072463769	0.2926730613909704	0.11538341983020232	11.516774988659446
INTERPRO	IPR002366:Alpha-defensin_N	3	2.083333333333333	0.0006470098308235644	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	138	6	20603	74.64855072463769	0.2926730613909704	0.11538341983020232	11.516774988659446
GOTERM_BP_DIRECT	GO:0051673~membrane disruption in other organism	3	2.083333333333333	0.0006974547348683899	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	134	6	19256	71.8507462686567	0.5763579168029072	0.08606795633154944	8.515903396574105
UP_KW_MOLECULAR_FUNCTION	KW-0044~Antibiotic	6	4.166666666666666	0.0008258555220550232	34623_AT, 679_AT, 33963_AT, 33979_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	89	99	11872	8.084439904664624	0.05463234812430051	0.05492965616579774	5.492965616579774
INTERPRO	IPR006080:Beta/alpha-defensin_C	3	2.083333333333333	0.0009018646369894041	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	138	7	20603	63.98447204968944	0.3828945027192707	0.1206243951973328	12.039892903808544
SMART	SM01418:Defensin_propep	3	2.083333333333333	0.0010745718527151937	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	93	6	10690	57.47311827956989	0.11725362953285767	0.08676665194961308	8.67666519496131
SMART	SM00048:DEFSN	3	2.083333333333333	0.0014959767577519497	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	93	7	10690	49.2626728110599	0.15942007159113658	0.08676665194961308	8.67666519496131
UP_KW_MOLECULAR_FUNCTION	KW-0929~Antimicrobial	6	4.166666666666666	0.0016155781225234628	34623_AT, 679_AT, 33963_AT, 33979_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	89	115	11872	6.959648265754763	0.10411941555588644	0.05492965616579774	5.492965616579774
PIR_SUPERFAMILY	PIRSF001875:Alpha-defensin	3	2.083333333333333	0.0016314626930950123	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	22	6	1940	44.090909090909086	0.030546825985719117	0.030997791168805234	3.0997791168805233
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	7	4.861111111111112	0.002075953335900089	34623_AT, 679_AT, 33963_AT, 1419_G_AT, 37711_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	134	190	19256	5.2942655145326	0.9225524837057164	0.16219351453234088	16.048066669406268
UP_KW_MOLECULAR_FUNCTION	KW-0295~Fungicide	3	2.083333333333333	0.0046652494495328595	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	89	14	11872	28.584269662921347	0.2723821259971616	0.10574565418941148	10.574565418941148
GOTERM_BP_DIRECT	GO:0031640~killing of cells of other organism	4	2.7777777777777777	0.008274579942946784	37454_AT, 34623_AT, 31506_S_AT, 34546_AT, 31793_AT	134	60	19256	9.580099502487561	0.9999638699021534	0.34095723002203865	33.735654440848336
KEGG_PATHWAY	hsa05150:Staphylococcus aureus infection	5	3.4722222222222223	0.011796012536323537	34012_AT, 34623_AT, 32250_AT, 31506_S_AT, 34546_AT, 31793_AT	81	96	8662	5.569701646090535	0.9339501479335721	0.540257374163618	54.0257374163618
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	5	3.4722222222222223	0.012009886640446455	34623_AT, 679_AT, 33979_AT, 31506_S_AT, 34546_AT, 31793_AT, 37105_AT	134	128	19256	5.613339552238806	0.9999996529044847	0.4260604344398551	42.15610147422774
GOTERM_CC_DIRECT	GO:0005796~Golgi lumen	4	2.7777777777777777	0.034314329306531215	34623_AT, 31506_S_AT, 34546_AT, 2090_I_AT, 31793_AT	137	107	20521	5.599563408145166	0.9997171382649648	0.44850808557451366	43.89245794724941
UP_KW_MOLECULAR_FUNCTION	KW-0211~Defensin	3	2.083333333333333	0.056732315835306295	34623_AT, 31506_S_AT, 34546_AT, 31793_AT	89	52	11872	7.695764909248055	0.9811558302331623	0.7715594953601655	77.15594953601655
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	5	3.4722222222222223	0.0928419603704936	1403_S_AT, 34623_AT, 31506_S_AT, 34546_AT, 31793_AT, 1910_S_AT	81	186	8662	2.8746847205628567	0.9999999997961098	0.978185070188395	97.8185070188395
Annotation Cluster 3	EnrichmentScore:2.2713357268065906
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:1990961~drug transmembrane export	3	2.083333333333333	0.002500041241847277	1575_AT, 34436_AT, 32084_AT	134	11	19256	39.19131614654002	0.954105233795319	0.18103239815964695	17.912060191588136
GOTERM_MF_DIRECT	GO:0022857~transmembrane transporter activity	6	4.166666666666666	0.004686833075542925	37097_AT, 1575_AT, 40294_AT, 34436_AT, 35121_AT, 32084_AT	133	155	18883	5.495901042929906	0.8191374015831148	0.21325090493720308	21.032163426498876
GOTERM_MF_DIRECT	GO:0042910~xenobiotic transporter activity	3	2.083333333333333	0.013096829098054711	1575_AT, 34436_AT, 32084_AT	133	25	18883	17.037293233082707	0.9917598684423908	0.4333859810629014	42.743287692742186
Annotation Cluster 4	EnrichmentScore:2.172093741291221
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0020037~heme binding	7	4.861111111111112	0.0007769502039399148	1391_S_AT, 1419_G_AT, 31525_S_AT, 31687_F_AT, 38229_AT, 33284_AT, 33516_AT	133	155	18883	6.411884550084889	0.24641977424092243	0.15527275753499453	15.313988998643694
GOTERM_BP_DIRECT	GO:0042744~hydrogen peroxide catabolic process	4	2.7777777777777777	0.0009300087650687348	31525_S_AT, 31687_F_AT, 33284_AT, 33516_AT	134	28	19256	20.528784648187635	0.6818949090395892	0.0954033991499677	9.439588965447658
GOTERM_MF_DIRECT	GO:0004601~peroxidase activity	4	2.7777777777777777	0.0011807726520587786	31525_S_AT, 31687_F_AT, 33284_AT, 33516_AT	133	30	18883	18.93032581453634	0.34952680851801177	0.15527275753499453	15.313988998643694
UP_KW_LIGAND	KW-0349~Heme	7	4.861111111111112	0.001192146927983415	1391_S_AT, 1419_G_AT, 31525_S_AT, 31687_F_AT, 38229_AT, 33284_AT, 33516_AT	60	141	6921	5.726595744680852	0.028222679020045938	0.02861152627160196	2.8611526271601964
GOTERM_MF_DIRECT	GO:0031720~haptoglobin binding	3	2.083333333333333	0.002103702816992972	31525_S_AT, 31687_F_AT, 33516_AT	133	10	18883	42.59323308270676	0.5353888267355611	0.15527275753499453	15.313988998643694
GOTERM_MF_DIRECT	GO:0019825~oxygen binding	4	2.7777777777777777	0.002180655788911721	31525_S_AT, 31687_F_AT, 38229_AT, 33516_AT	133	37	18883	15.34891282259703	0.5482495821995118	0.15527275753499453	15.313988998643694
UP_KW_LIGAND	KW-0408~Iron	10	6.944444444444445	0.0025020656797792133	1391_S_AT, 34636_AT, 37166_AT, 1419_G_AT, 31525_S_AT, 31687_F_AT, 38229_AT, 33284_AT, 32073_AT, 33516_AT	60	348	6921	3.314655172413793	0.05835301563969275	0.03002478815735056	3.002478815735056
GOTERM_MF_DIRECT	GO:0043177~organic acid binding	3	2.083333333333333	0.002559441058269141	31525_S_AT, 31687_F_AT, 33516_AT	133	11	18883	38.721120984278876	0.6065616199165369	0.15527275753499453	15.313988998643694
GOTERM_CC_DIRECT	GO:0031838~haptoglobin-hemoglobin complex	3	2.083333333333333	0.0032419091630988	31525_S_AT, 31687_F_AT, 33516_AT	137	13	20521	34.566535654126895	0.5322583078862784	0.11200330991626255	10.96100767983937
GOTERM_CC_DIRECT	GO:0005833~hemoglobin complex	3	2.083333333333333	0.0037658536296946883	31525_S_AT, 31687_F_AT, 33516_AT	137	14	20521	32.097497393117834	0.5864071239913076	0.11200330991626255	10.96100767983937
GOTERM_BP_DIRECT	GO:0015670~carbon dioxide transport	3	2.083333333333333	0.004080697620034493	31525_S_AT, 31687_F_AT, 33516_AT	134	14	19256	30.79317697228145	0.9934847917368161	0.26438625106644525	26.15941948001059
UP_SEQ_FEATURE	BINDING:distal binding residue	3	2.083333333333333	0.004248072568634244	31525_S_AT, 31687_F_AT, 33516_AT	136	15	20562	30.23823529411765	0.9778545568737124	1.0	100.0
UP_SEQ_FEATURE	DOMAIN:Globin family profile	3	2.083333333333333	0.004248072568634244	31525_S_AT, 31687_F_AT, 33516_AT	136	15	20562	30.23823529411765	0.9778545568737124	1.0	100.0
INTERPRO	IPR009050:Globin-like_sf	3	2.083333333333333	0.0043547806931786	31525_S_AT, 31687_F_AT, 33516_AT	138	15	20603	29.85942028985507	0.9031793854778046	0.33282966726436447	33.220755573676755
INTERPRO	IPR012292:Globin/Proto	3	2.083333333333333	0.0043547806931786	31525_S_AT, 31687_F_AT, 33516_AT	138	15	20603	29.85942028985507	0.9031793854778046	0.33282966726436447	33.220755573676755
INTERPRO	IPR000971:Globin	3	2.083333333333333	0.0043547806931786	31525_S_AT, 31687_F_AT, 33516_AT	138	15	20603	29.85942028985507	0.9031793854778046	0.33282966726436447	33.220755573676755
UP_KW_BIOLOGICAL_PROCESS	KW-0561~Oxygen transport	3	2.083333333333333	0.0052315637619207095	31525_S_AT, 31687_F_AT, 33516_AT	91	14	11447	26.9552590266876	0.2963223087696053	0.17525738602434376	17.525738602434377
GOTERM_BP_DIRECT	GO:0015671~oxygen transport	3	2.083333333333333	0.005332758829073498	31525_S_AT, 31687_F_AT, 33516_AT	134	16	19256	26.94402985074627	0.9986151900672949	0.2983920962995216	29.524092062779637
GOTERM_MF_DIRECT	GO:0005344~oxygen transporter activity	3	2.083333333333333	0.005457991218762886	31525_S_AT, 31687_F_AT, 33516_AT	133	16	18883	26.620770676691727	0.8635981993127391	0.22074542262552116	21.7713205281764
UP_SEQ_FEATURE	BINDING:proximal binding residue	3	2.083333333333333	0.0068005857989398375	31525_S_AT, 31687_F_AT, 33516_AT	136	19	20562	23.872291021671828	0.9977734780313682	1.0	100.0
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	5	3.4722222222222223	0.01849805018654841	1391_S_AT, 34636_AT, 37166_AT, 31525_S_AT, 38229_AT	133	144	18883	4.929772347535505	0.998882147055995	0.4488860178602414	44.2720001131392
UP_SEQ_FEATURE	BINDING:axial binding residue	4	2.7777777777777777	0.038440240254744844	1391_S_AT, 1419_G_AT, 38229_AT, 33284_AT	136	113	20562	5.35190005205622	0.9999999999999994	1.0	100.0
GOTERM_CC_DIRECT	GO:0072562~blood microparticle	4	2.7777777777777777	0.07433001489662203	32250_AT, 31525_S_AT, 31687_F_AT, 33516_AT	137	147	20521	4.075872684840359	0.9999999858503215	0.6999193320933362	68.49637908092907
GOTERM_BP_DIRECT	GO:0098869~cellular oxidant detoxification	3	2.083333333333333	0.09704447291094934	31525_S_AT, 31687_F_AT, 33516_AT	134	76	19256	5.672427336999214	1.0	1.0	99.02439024390245
UP_KW_MOLECULAR_FUNCTION	KW-0560~Oxidoreductase	7	4.861111111111112	0.30208949180268374	1391_S_AT, 34636_AT, 37166_AT, 1419_G_AT, 38229_AT, 33284_AT, 32073_AT	89	613	11872	1.5232509118903164	0.9999999999761009	1.0	100.0
UP_KW_BIOLOGICAL_PROCESS	KW-0443~Lipid metabolism	4	2.7777777777777777	0.9422027278613402	38201_AT, 1391_S_AT, 34636_AT, 38229_AT	91	756	11447	0.6655619512762371	1.0	1.0	100.0
Annotation Cluster 5	EnrichmentScore:1.5349621944787966
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0145~Chemotaxis	7	4.861111111111112	0.00014681301223994975	37454_AT, 1403_S_AT, 679_AT, 33963_AT, 36766_AT, 36703_AT, 37105_AT, 36436_AT	91	102	11447	8.632730015082956	0.009788967028115714	0.009836471820076633	0.9836471820076633
GOTERM_BP_DIRECT	GO:0002548~monocyte chemotaxis	5	3.4722222222222223	0.00026021525058166024	35367_AT, 37454_AT, 1403_S_AT, 679_AT, 36703_AT, 37105_AT	134	45	19256	15.966832504145936	0.2741171620530902	0.040622433865432926	4.0193439844108285
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	7	4.861111111111112	0.0002639963208151612	37454_AT, 1403_S_AT, 36766_AT, 33979_AT, 36703_AT, 31506_S_AT, 31793_AT, 36436_AT	134	128	19256	7.858675373134329	0.27748881284729665	0.040622433865432926	4.0193439844108285
GOTERM_BP_DIRECT	GO:0048245~eosinophil chemotaxis	4	2.7777777777777777	0.0007455810511152455	35367_AT, 37454_AT, 1403_S_AT, 36703_AT	134	26	19256	22.10792192881745	0.6007440523974701	0.08606795633154944	8.515903396574105
GOTERM_BP_DIRECT	GO:0006955~immune response	10	6.944444444444445	0.007571968790300354	33530_AT, 37061_AT, 37454_AT, 37968_AT, 1403_S_AT, 679_AT, 31512_AT, 36703_AT, 35373_AT, 31506_S_AT, 31793_AT, 37105_AT	134	496	19256	2.897207510832932	0.9999136034016832	0.3328961993164191	32.93806423780654
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	9	6.25	0.00846630747546295	37454_AT, 37968_AT, 1403_S_AT, 1372_AT, 33963_AT, 34636_AT, 37983_AT, 1419_G_AT, 36703_AT	134	417	19256	3.101471061956405	0.9999715224111858	0.34095723002203865	33.735654440848336
UP_SEQ_FEATURE	DOMAIN:Chemokine interleukin-8-like	3	2.083333333333333	0.013489596598072608	37454_AT, 1403_S_AT, 36703_AT	136	27	20562	16.79901960784314	0.9999947398971896	1.0	100.0
GOTERM_MF_DIRECT	GO:0048020~CCR chemokine receptor binding	3	2.083333333333333	0.017405458627902517	37454_AT, 1403_S_AT, 36703_AT	133	29	18883	14.687321752657505	0.9983240449503171	0.4488860178602414	44.2720001131392
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	4	2.7777777777777777	0.019818062722878265	35367_AT, 37454_AT, 1403_S_AT, 36703_AT	134	83	19256	6.925373134328358	0.9999999999801142	0.6255393644067473	61.893334349912124
GOTERM_BP_DIRECT	GO:0048247~lymphocyte chemotaxis	3	2.083333333333333	0.024279491531678136	37454_AT, 1403_S_AT, 36703_AT	134	35	19256	12.317270788912579	0.9999999999999276	0.7472013518873946	73.93105171395992
GOTERM_BP_DIRECT	GO:0071346~cellular response to interferon-gamma	4	2.7777777777777777	0.03456231870468281	37454_AT, 1403_S_AT, 1419_G_AT, 36703_AT	134	103	19256	5.580640486885958	1.0	0.9249177027274899	91.51500909196449
INTERPRO	IPR036048:Interleukin_8-like_sf	3	2.083333333333333	0.039053569875686846	37454_AT, 1403_S_AT, 36703_AT	138	47	20603	9.529602220166513	0.9999999994452975	1.0	100.0
INTERPRO	IPR001811:Chemokine_IL8-like_dom	3	2.083333333333333	0.039053569875686846	37454_AT, 1403_S_AT, 36703_AT	138	47	20603	9.529602220166513	0.9999999994452975	1.0	100.0
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	3	2.083333333333333	0.049501500459230297	37454_AT, 1403_S_AT, 36703_AT	133	51	18883	8.351614329942503	0.9999999905741057	0.6930210064292242	68.35014871101414
SMART	SM00199:SCY	3	2.083333333333333	0.0548895893277008	37454_AT, 1403_S_AT, 36703_AT	93	44	10690	7.8372434017595305	0.9985678930224896	1.0	100.0
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	4	2.7777777777777777	0.08183203228500385	37454_AT, 1403_S_AT, 33080_S_AT, 36703_AT	134	147	19256	3.9102446948928824	1.0	1.0	99.02439024390245
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	3	2.083333333333333	0.08441657058304286	37454_AT, 1403_S_AT, 36703_AT	134	70	19256	6.158635394456289	1.0	1.0	99.02439024390245
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	3	2.083333333333333	0.10574161968271727	37454_AT, 1403_S_AT, 36703_AT	134	80	19256	5.388805970149254	1.0	1.0	99.02439024390245
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	6	4.166666666666666	0.1392790385505131	37454_AT, 35915_AT, 1403_S_AT, 36703_AT, 1331_S_AT, 1890_AT	81	297	8662	2.160369123332086	0.9999999999999988	0.978185070188395	97.8185070188395
UP_KW_MOLECULAR_FUNCTION	KW-0202~Cytokine	4	2.7777777777777777	0.17591228922512958	37454_AT, 1403_S_AT, 36703_AT, 1890_AT	89	195	11872	2.736271967732642	0.9999980671695101	1.0	100.0
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	4	2.7777777777777777	0.20198550834391904	37454_AT, 1403_S_AT, 34636_AT, 36703_AT	134	224	19256	2.5660980810234544	1.0	1.0	99.02439024390245
KEGG_PATHWAY	hsa04061:Viral protein interaction with cytokine and cytokine receptor	3	2.083333333333333	0.23583278827890983	37454_AT, 1403_S_AT, 36703_AT	81	100	8662	3.208148148148148	1.0	1.0	100.0
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	3	2.083333333333333	0.24430920896692396	37454_AT, 1403_S_AT, 36703_AT	134	137	19256	3.1467480117659874	1.0	1.0	99.02439024390245
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	4	2.7777777777777777	0.2612214423126046	37454_AT, 1403_S_AT, 36703_AT, 35373_AT	81	192	8662	2.227880658436214	1.0	1.0	100.0
UP_KW_BIOLOGICAL_PROCESS	KW-0395~Inflammatory response	3	2.083333333333333	0.4474631257562596	37454_AT, 1403_S_AT, 36703_AT	91	192	11447	1.9654876373626375	1.0	1.0	100.0
GOTERM_BP_DIRECT	GO:0007186~G-protein coupled receptor signaling pathway	7	4.861111111111112	0.6493261546067842	37454_AT, 1645_AT, 1403_S_AT, 919_AT, 37983_AT, 36703_AT, 34467_G_AT	134	953	19256	1.055519882225807	1.0	1.0	99.02439024390245
Annotation Cluster 6	EnrichmentScore:1.4621196595335504
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	11	7.638888888888889	0.00035390229169662916	37097_AT, 1645_AT, 1575_AT, 1901_S_AT, 1391_S_AT, 32680_AT, 34436_AT, 41703_R_AT, 32439_AT, 35121_AT, 32084_AT	137	402	20521	4.098685405091332	0.07949034876983418	0.020703284064252807	2.0260906199632016
GOTERM_MF_DIRECT	GO:0022857~transmembrane transporter activity	6	4.166666666666666	0.004686833075542925	37097_AT, 1575_AT, 40294_AT, 34436_AT, 35121_AT, 32084_AT	133	155	18883	5.495901042929906	0.8191374015831148	0.21325090493720308	21.032163426498876
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	5	3.4722222222222223	0.008586250309247114	37097_AT, 37953_S_AT, 34436_AT, 40317_AT, 35121_AT	134	116	19256	6.194029850746268	0.9999754626103106	0.34095723002203865	33.735654440848336
UP_KW_BIOLOGICAL_PROCESS	KW-0739~Sodium transport	5	3.4722222222222223	0.014699259887833886	37097_AT, 37953_S_AT, 34436_AT, 40317_AT, 32084_AT	91	120	11447	5.241300366300367	0.6292252047183202	0.32828347082829007	32.828347082829005
